state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Alabama,1001,Autauga County,19764,7450,27639,12314,0.715076522,0.269546655,0.445529867
Alabama,1003,Baldwin County,83055,24344,108945,58711,0.762357153,0.223452201,0.538904952
Alabama,1005,Barbour County,5605,4772,10457,833,0.53600459,0.456345032,0.079659558
Alabama,1007,Bibb County,7508,1982,9573,5526,0.784289147,0.207040635,0.577248511
Alabama,1009,Blount County,24595,2627,27459,21968,0.895699042,0.095669908,0.800029134
Alabama,1011,Bullock County,1143,3439,4603,-2296,0.248316315,0.747121443,-0.498805127
Alabama,1013,Butler County,5448,3953,9466,1495,0.575533488,0.417599831,0.157933657
Alabama,1015,Calhoun County,34964,15118,50743,19846,0.689040853,0.29793272,0.391108133
Alabama,1017,Chambers County,8748,6356,15269,2392,0.572925535,0.416268256,0.156657279
Alabama,1019,Cherokee County,10562,1619,12275,8943,0.860448065,0.131894094,0.728553971
Alabama,1021,Chilton County,16052,3056,19260,12996,0.833437175,0.15867082,0.674766355
Alabama,1023,Choctaw County,4294,3126,7461,1168,0.575526069,0.418978689,0.15654738
Alabama,1025,Clarke County,7310,5730,13102,1580,0.557930087,0.437337811,0.120592276
Alabama,1027,Clay County,5589,1262,6913,4327,0.808476783,0.182554607,0.625922176
Alabama,1029,Cleburne County,6472,672,7210,5800,0.897642164,0.093203883,0.80443828
Alabama,1031,Coffee County,16832,5050,22180,11782,0.758881876,0.227682597,0.531199279
Alabama,1033,Colbert County,17311,7057,24668,10254,0.701759364,0.286079131,0.415680234
Alabama,1035,Conecuh County,3435,2951,6419,484,0.535130083,0.45972893,0.075401153
Alabama,1037,Coosa County,3626,1794,5472,1832,0.662646199,0.327850877,0.334795322
Alabama,1039,Covington County,14579,2717,17418,11862,0.837007693,0.155988058,0.681019635
Alabama,1041,Crenshaw County,4864,1700,6617,3164,0.735076319,0.256914009,0.478162309
Alabama,1043,Cullman County,36804,4454,41751,32350,0.88151182,0.10668008,0.774831741
Alabama,1045,Dale County,14281,5154,19699,9127,0.724960658,0.261637647,0.463323011
Alabama,1047,Dallas County,5523,12228,17861,-6705,0.309221208,0.684620122,-0.375398914
Alabama,1049,DeKalb County,24744,4271,29322,20473,0.843871496,0.14565855,0.698212946
Alabama,1051,Elmore County,30089,10304,40891,19785,0.735834291,0.25198699,0.483847301
Alabama,1053,Escambia County,10844,4894,15861,5950,0.683689553,0.308555577,0.375133976
Alabama,1055,Etowah County,35343,11487,47460,23856,0.744690265,0.242035398,0.502654867
Alabama,1057,Fayette County,7295,1390,8756,5905,0.833142988,0.158748287,0.674394701
Alabama,1059,Franklin County,10364,2085,12564,8279,0.82489653,0.165950334,0.658946195
Alabama,1061,Geneva County,10844,1592,12538,9252,0.864890732,0.126973999,0.737916733
Alabama,1063,Greene County,875,3880,4771,-3005,0.183399707,0.813246699,-0.629846992
Alabama,1065,Hale County,3190,4687,7922,-1497,0.402676092,0.591643524,-0.188967432
Alabama,1067,Henry County,6593,2589,9266,4004,0.711526009,0.279408591,0.432117419
Alabama,1069,Houston County,32384,12738,45750,19646,0.707846995,0.27842623,0.429420765
Alabama,1071,Jackson County,19644,3709,23602,15935,0.832302347,0.157147699,0.675154648
Alabama,1073,Jefferson County,138443,180936,324675,-42493,0.426404866,0.557283437,-0.130878571
Alabama,1075,Lamar County,6168,978,7187,5190,0.858216224,0.136079032,0.722137192
Alabama,1077,Lauderdale County,31578,11872,44149,19706,0.715259689,0.268907563,0.446352126
Alabama,1079,Lawrence County,12266,3544,15957,8722,0.768690857,0.222096885,0.546593971
Alabama,1081,Lee County,42019,27600,70980,14419,0.591983657,0.388841927,0.20314173
Alabama,1083,Limestone County,34337,13510,48754,20827,0.70429093,0.277105468,0.427185462
Alabama,1085,Lowndes County,1835,4968,6830,-3133,0.268667643,0.727379209,-0.458711567
Alabama,1087,Macon County,1539,7084,8697,-5545,0.176957572,0.814533747,-0.637576176
Alabama,1089,Madison County,102395,86885,193955,15510,0.527931737,0.447964734,0.079967003
Alabama,1091,Marengo County,5337,5476,10882,-139,0.490442933,0.503216321,-0.012773387
Alabama,1093,Marion County,12190,1457,13786,10733,0.884230379,0.105686929,0.77854345
Alabama,1095,Marshall County,33094,5880,39492,27214,0.837992505,0.148890915,0.68910159
Alabama,1097,Mobile County,100605,78754,181783,21851,0.55343459,0.43323083,0.120203759
Alabama,1099,Monroe County,6129,4425,10620,1704,0.577118644,0.416666667,0.160451977
Alabama,1101,Montgomery County,33122,64065,98476,-30943,0.336345912,0.650564605,-0.314218693
Alabama,1103,Morgan County,39504,13159,53482,26345,0.738641038,0.246045398,0.49259564
Alabama,1105,Perry County,1336,3849,5215,-2513,0.256184084,0.738063279,-0.481879195
Alabama,1107,Pickens County,5590,4017,9659,1573,0.578734859,0.415881561,0.162853297
Alabama,1109,Pike County,8020,5613,13796,2407,0.581327921,0.40685706,0.174470861
Alabama,1111,Randolph County,8548,2203,10824,6345,0.789726534,0.203529194,0.586197339
Alabama,1113,Russell County,9796,11078,21108,-1282,0.464089445,0.524824711,-0.060735266
Alabama,1115,St. Clair County,36119,7698,44346,28421,0.814481577,0.173589501,0.640892076
Alabama,1117,Shelby County,79428,33036,114439,46392,0.694064087,0.288677811,0.405386276
Alabama,1119,Sumter County,1598,4639,6282,-3041,0.254377587,0.738459089,-0.484081503
Alabama,1121,Talladega County,22210,13092,35591,9118,0.624034166,0.367845804,0.256188362
Alabama,1123,Tallapoosa County,14905,5815,20888,9090,0.713567599,0.278389506,0.435178093
Alabama,1125,Tuscaloosa County,50961,37514,89760,13447,0.567747326,0.41793672,0.149810606
Alabama,1127,Walker County,25947,4826,31106,21121,0.834147753,0.155146917,0.679000836
Alabama,1129,Washington County,6554,2253,8861,4301,0.739645638,0.254260242,0.485385397
Alabama,1131,Wilcox County,1826,4036,5884,-2210,0.310333107,0.68592794,-0.375594833
Alabama,1133,Winston County,10187,974,11273,9213,0.903663621,0.086401135,0.817262486
Arizona,4001,Apache County,7491,16574,24333,-9083,0.307853532,0.681132618,-0.373279086
Arizona,4003,Cochise County,31265,21980,54381,9285,0.574925066,0.404185285,0.17073978
Arizona,4005,Coconino County,26519,44103,72110,-17584,0.367757593,0.611607267,-0.243849674
Arizona,4007,Gila County,18375,8943,27726,9432,0.662735339,0.322549232,0.340186107
Arizona,4009,Graham County,10747,4034,15026,6713,0.71522694,0.268467989,0.446758951
Arizona,4011,Greenlee County,2433,1182,3692,1251,0.658992416,0.320151679,0.338840737
Arizona,4012,La Paz County,4542,2050,6677,2492,0.680245619,0.307024113,0.373221507
Arizona,4013,Maricopa County,977495,1023516,2039433,-46021,0.479297432,0.501863018,-0.022565586
Arizona,4015,Mohave County,77724,24687,103836,53037,0.748526523,0.237749913,0.510776609
Arizona,4017,Navajo County,27417,23217,51464,4200,0.532741334,0.451130888,0.081610446
Arizona,4019,Pima County,197183,295049,501058,-97866,0.393533284,0.588851989,-0.195318706
Arizona,4021,Pinal County,92954,67814,163455,25140,0.568682512,0.414878713,0.153803799
Arizona,4023,Santa Cruz County,6179,13121,19546,-6942,0.316126062,0.671288243,-0.355162182
Arizona,4025,Yavapai County,90280,49111,141719,41169,0.63703526,0.346537867,0.290497393
Arizona,4027,Yuma County,35766,31562,68427,4204,0.522688412,0.461250676,0.061437737
Arkansas,5001,Arkansas County,4301,1813,6284,2488,0.684436665,0.288510503,0.395926162
Arkansas,5003,Ashley County,5540,2119,7911,3421,0.700290734,0.267854886,0.432435849
Arkansas,5005,Baxter County,15810,4625,20968,11185,0.754006105,0.220574208,0.533431896
Arkansas,5007,Benton County,73605,41894,119166,31711,0.617667791,0.351560009,0.266107782
Arkansas,5009,Boone County,13644,3061,17103,10583,0.79775478,0.178974449,0.618780331
Arkansas,5011,Bradley County,2332,1208,3644,1124,0.639956092,0.331503842,0.30845225
Arkansas,5013,Calhoun County,1609,467,2143,1142,0.750816612,0.217918805,0.532897807
Arkansas,5015,Carroll County,7352,3941,11639,3411,0.631669387,0.338602973,0.293066415
Arkansas,5017,Chicot County,1750,2252,4093,-502,0.427559247,0.550207672,-0.122648424
Arkansas,5019,Clark County,6432,5341,12235,1091,0.525704945,0.436534532,0.089170413
Arkansas,5021,Clay County,4084,959,5178,3125,0.788721514,0.185206643,0.603514871
Arkansas,5023,Cleburne County,10292,1962,12617,8330,0.815724816,0.155504478,0.660220338
Arkansas,5025,Cleveland County,2857,649,3588,2208,0.796265329,0.180880713,0.615384615
Arkansas,5027,Columbia County,5469,2781,8550,2688,0.639649123,0.325263158,0.314385965
Arkansas,5029,Conway County,5672,2593,8641,3079,0.656405509,0.300081009,0.356324499
Arkansas,5031,Craighead County,25482,11854,38364,13628,0.664216453,0.308987593,0.35522886
Arkansas,5033,Crawford County,18566,4936,24025,13630,0.772778356,0.205452653,0.567325702
Arkansas,5035,Crittenden County,7244,8325,16086,-1081,0.450329479,0.517530772,-0.067201293
Arkansas,5037,Cross County,4928,1759,6911,3169,0.713066126,0.254521777,0.45854435
Arkansas,5039,Dallas County,1573,963,2649,610,0.593808985,0.363533409,0.230275576
Arkansas,5041,Desha County,1920,2016,4163,-96,0.461205861,0.484266154,-0.023060293
Arkansas,5043,Drew County,4338,2408,6879,1930,0.630614915,0.350050879,0.280564035
Arkansas,5045,Faulkner County,34338,18267,54264,16071,0.632795223,0.336632021,0.296163202
Arkansas,5047,Franklin County,5664,1298,7113,4366,0.796288486,0.182482778,0.613805708
Arkansas,5049,Fulton County,3944,1031,5098,2913,0.77363672,0.202236171,0.571400549
